,user,hours,logs,devices,emails_sent,size,attachments,device_files,http
82,AAL0706,10,0.0,0.0,37.0,1113083.0,23.0,0.0,289.0
83,AAL0706,11,0.0,0.0,33.0,942432.0,24.0,0.0,323.0
84,AAL0706,12,0.0,0.0,35.0,1083372.0,12.0,0.0,280.0
85,AAL0706,13,0.0,0.0,37.0,1079748.0,16.0,0.0,361.0
86,AAL0706,14,0.0,0.0,34.0,1000524.0,24.0,0.0,325.0
87,AAL0706,15,0.0,0.0,33.0,1040622.0,6.0,0.0,385.0
88,AAL0706,16,339.0,0.0,37.0,1120618.0,9.0,0.0,450.0
89,AAL0706,17,7.0,0.0,0.0,0.0,0.0,0.0,0.0
90,AAL0706,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,AAL0706,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,AAL0706,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,AAL0706,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,AAL0706,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,AAL0706,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,AAM0658,0,2.0,0.0,0.0,0.0,0.0,7.0,3.0
97,AAM0658,1,2.0,0.0,0.0,0.0,0.0,4.0,1.0
98,AAM0658,2,1.0,0.0,0.0,0.0,0.0,11.0,1.0
99,AAM0658,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,AAM0658,4,1.0,0.0,0.0,0.0,0.0,9.0,2.0
101,AAM0658,5,2.0,0.0,0.0,0.0,0.0,0.0,2.0
102,AAM0658,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0
103,AAM0658,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,AAM0658,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,AAM0658,9,224.0,0.0,55.0,1751960.0,44.0,0.0,654.0
106,AAM0658,10,0.0,0.0,57.0,1740451.0,57.0,0.0,567.0
107,AAM0658,11,0.0,0.0,50.0,1502205.0,40.0,0.0,496.0
108,AAM0658,12,0.0,0.0,56.0,1649647.0,59.0,0.0,466.0
109,AAM0658,13,0.0,13.0,44.0,1329182.0,60.0,0.0,464.0
110,AAM0658,14,0.0,0.0,50.0,1502406.0,38.0,0.0,500.0
111,AAM0658,15,0.0,0.0,68.0,2051476.0,61.0,0.0,480.0
112,AAM0658,16,0.0,0.0,39.0,1225653.0,24.0,0.0,500.0
113,AAM0658,17,0.0,0.0,38.0,1054742.0,43.0,0.0,502.0
114,AAM0658,18,0.0,0.0,56.0,1740100.0,49.0,0.0,452.0
115,AAM0658,19,0.0,0.0,55.0,1488277.0,68.0,0.0,514.0
116,AAM0658,20,0.0,0.0,65.0,1940594.0,45.0,0.0,637.0
117,AAM0658,21,224.0,0.0,26.0,724463.0,25.0,0.0,255.0
118,AAM0658,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,AAM0658,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,AAN0823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,AAN0823,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,AAN0823,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,AAN0823,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,AAN0823,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,AAN0823,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,AAN0823,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,AAN0823,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,AAN0823,8,346.0,0.0,26.0,798172.0,6.0,0.0,308.0
129,AAN0823,9,0.0,0.0,31.0,944075.0,17.0,0.0,384.0
130,AAN0823,10,0.0,0.0,28.0,831739.0,8.0,0.0,295.0
131,AAN0823,11,0.0,0.0,25.0,784786.0,13.0,0.0,248.0
132,AAN0823,12,0.0,0.0,20.0,598262.0,5.0,0.0,285.0
133,AAN0823,13,0.0,0.0,27.0,810228.0,16.0,0.0,222.0
134,AAN0823,14,0.0,0.0,35.0,1075342.0,19.0,0.0,248.0
135,AAN0823,15,0.0,0.0,33.0,947448.0,14.0,0.0,240.0
136,AAN0823,16,0.0,0.0,26.0,732939.0,14.0,0.0,253.0
137,AAN0823,17,0.0,0.0,21.0,583363.0,9.0,0.0,266.0
138,AAN0823,18,0.0,0.0,41.0,1124796.0,15.0,0.0,393.0
139,AAN0823,19,346.0,0.0,26.0,868071.0,13.0,0.0,308.0
140,AAN0823,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,AAN0823,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,AAN0823,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,AAN0823,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,AAS0442,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,AAS0442,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,AAS0442,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,AAS0442,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,AAS0442,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,AAS0442,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,AAS0442,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,AAS0442,7,22.0,0.0,1.0,21654.0,0.0,0.0,13.0
152,AAS0442,8,28.0,0.0,13.0,377313.0,7.0,0.0,176.0
153,AAS0442,9,2.0,0.0,22.0,656790.0,15.0,0.0,180.0
154,AAS0442,10,7.0,0.0,10.0,344683.0,8.0,0.0,141.0
155,AAS0442,11,4.0,0.0,16.0,471975.0,16.0,0.0,123.0
156,AAS0442,12,5.0,0.0,10.0,290437.0,11.0,0.0,93.0
157,AAS0442,13,17.0,0.0,18.0,525022.0,23.0,0.0,137.0
158,AAS0442,14,1.0,0.0,11.0,370365.0,8.0,0.0,180.0
159,AAS0442,15,0.0,0.0,20.0,583821.0,21.0,0.0,162.0
160,AAS0442,16,18.0,0.0,20.0,659358.0,11.0,0.0,213.0
161,AAS0442,17,32.0,0.0,4.0,104712.0,7.0,0.0,32.0
162,AAS0442,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,AAS0442,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,AAS0442,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,AAS0442,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,AAS0442,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,AAS0442,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,AAV0450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,AAV0450,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,AAV0450,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,AAV0450,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,AAV0450,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,AAV0450,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,AAV0450,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,AAV0450,7,159.0,0.0,0.0,0.0,0.0,0.0,54.0
176,AAV0450,8,187.0,0.0,37.0,1203114.0,16.0,0.0,489.0
177,AAV0450,9,0.0,0.0,34.0,1097849.0,21.0,0.0,357.0
178,AAV0450,10,0.0,0.0,29.0,820300.0,7.0,0.0,267.0
179,AAV0450,11,0.0,0.0,29.0,850772.0,6.0,0.0,274.0
180,AAV0450,12,0.0,0.0,30.0,862604.0,12.0,0.0,296.0
181,AAV0450,13,0.0,0.0,27.0,836542.0,4.0,0.0,254.0
182,AAV0450,14,0.0,0.0,34.0,1027298.0,18.0,0.0,293.0
183,AAV0450,15,0.0,0.0,32.0,933174.0,9.0,0.0,271.0
184,AAV0450,16,0.0,0.0,37.0,1096654.0,19.0,0.0,330.0
185,AAV0450,17,160.0,0.0,45.0,1333503.0,10.0,0.0,531.0
186,AAV0450,18,186.0,0.0,2.0,52401.0,3.0,0.0,44.0
187,AAV0450,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,AAV0450,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,AAV0450,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,AAV0450,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,AAV0450,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,AAW0353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,AAW0353,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,AAW0353,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,AAW0353,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,AAW0353,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,AAW0353,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,AAW0353,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,AAW0353,7,165.0,0.0,8.0,221917.0,0.0,0.0,99.0
200,AAW0353,8,181.0,0.0,114.0,3425447.0,0.0,0.0,1234.0
201,AAW0353,9,0.0,0.0,92.0,2769523.0,0.0,0.0,1013.0
202,AAW0353,10,0.0,0.0,93.0,2747588.0,0.0,0.0,915.0
203,AAW0353,11,0.0,0.0,84.0,2430094.0,0.0,0.0,851.0
204,AAW0353,12,0.0,0.0,71.0,2215885.0,0.0,0.0,893.0
205,AAW0353,13,0.0,0.0,100.0,2878106.0,0.0,0.0,928.0
206,AAW0353,14,0.0,0.0,90.0,2666986.0,0.0,0.0,868.0
207,AAW0353,15,0.0,0.0,105.0,3035664.0,0.0,0.0,952.0
208,AAW0353,16,0.0,0.0,95.0,2871158.0,0.0,0.0,883.0
209,AAW0353,17,114.0,0.0,132.0,3887618.0,0.0,0.0,1286.0
210,AAW0353,18,232.0,0.0,16.0,470018.0,0.0,0.0,112.0
211,AAW0353,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,AAW0353,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,AAW0353,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,AAW0353,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,AAW0353,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,ABC0174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,ABC0174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,ABC0174,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,ABC0174,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,ABC0174,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,ABC0174,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,ABC0174,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,ABC0174,7,296.0,0.0,277.0,8350110.0,72.0,26.0,3181.0
224,ABC0174,8,0.0,0.0,611.0,18382069.0,134.0,103.0,7162.0
225,ABC0174,9,6.0,0.0,584.0,17240676.0,118.0,101.0,6317.0
226,ABC0174,10,22.0,0.0,346.0,10482441.0,83.0,73.0,5098.0
227,ABC0174,11,50.0,0.0,318.0,9519882.0,111.0,36.0,4190.0
228,ABC0174,12,85.0,0.0,331.0,9751885.0,65.0,32.0,3895.0
229,ABC0174,13,74.0,0.0,486.0,14674551.0,77.0,76.0,5755.0
230,ABC0174,14,0.0,0.0,598.0,17786409.0,163.0,80.0,6397.0
231,ABC0174,15,288.0,0.0,688.0,20341370.0,158.0,62.0,6100.0
232,ABC0174,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0
233,ABC0174,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,ABC0174,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,ABC0174,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,ABC0174,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,ABC0174,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,ABC0174,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,ABC0174,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,ABC0253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,ABC0253,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,ABC0253,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,ABC0253,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,ABC0253,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,ABC0253,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,ABC0253,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,ABC0253,7,346.0,0.0,155.0,4865039.0,56.0,0.0,1408.0
248,ABC0253,8,0.0,0.0,377.0,11478952.0,88.0,0.0,4403.0
249,ABC0253,9,7.0,0.0,353.0,10512560.0,62.0,0.0,3798.0
250,ABC0253,10,30.0,0.0,285.0,8500061.0,43.0,0.0,3127.0
251,ABC0253,11,41.0,0.0,260.0,7752522.0,55.0,0.0,2707.0
252,ABC0253,12,103.0,0.0,274.0,8221351.0,52.0,0.0,2398.0
253,ABC0253,13,90.0,0.0,325.0,9797109.0,62.0,0.0,3597.0
254,ABC0253,14,0.0,0.0,311.0,9334842.0,71.0,0.0,3551.0
255,ABC0253,15,0.0,0.0,311.0,9455268.0,64.0,0.0,3941.0
256,ABC0253,16,332.0,0.0,364.0,11333866.0,75.0,0.0,3750.0
257,ABC0253,17,14.0,0.0,0.0,0.0,0.0,0.0,0.0
258,ABC0253,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,ABC0253,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,ABC0253,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,ABC0253,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,ABC0253,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,ABC0253,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,ABH0663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,ABH0663,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,ABH0663,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,ABH0663,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,ABH0663,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,ABH0663,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,ABH0663,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,ABH0663,7,346.0,0.0,59.0,1661985.0,7.0,0.0,506.0
272,ABH0663,8,0.0,0.0,121.0,3669446.0,40.0,0.0,1207.0
273,ABH0663,9,0.0,0.0,81.0,2395700.0,9.0,0.0,1005.0
274,ABH0663,10,0.0,0.0,102.0,2890079.0,37.0,0.0,961.0
275,ABH0663,11,0.0,0.0,114.0,3360161.0,23.0,0.0,1005.0
276,ABH0663,12,0.0,0.0,94.0,2945458.0,13.0,0.0,969.0
277,ABH0663,13,0.0,0.0,100.0,2758341.0,7.0,0.0,1008.0
278,ABH0663,14,0.0,0.0,93.0,2765587.0,15.0,0.0,993.0
279,ABH0663,15,0.0,0.0,96.0,2733421.0,37.0,0.0,1121.0
280,ABH0663,16,334.0,0.0,146.0,4331262.0,36.0,0.0,1259.0
281,ABH0663,17,12.0,0.0,0.0,0.0,0.0,0.0,0.0
282,ABH0663,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,ABH0663,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,ABH0663,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,ABH0663,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,ABH0663,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,ABH0663,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,ABM0845,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,ABM0845,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,ABM0845,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,ABM0845,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,ABM0845,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,ABM0845,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,ABM0845,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,ABM0845,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,ABM0845,8,348.0,0.0,34.0,987963.0,15.0,0.0,326.0
297,ABM0845,9,12.0,0.0,31.0,900395.0,11.0,0.0,438.0
298,ABM0845,10,9.0,0.0,25.0,733042.0,2.0,0.0,268.0
299,ABM0845,11,42.0,0.0,31.0,928781.0,8.0,0.0,208.0
300,ABM0845,12,70.0,0.0,23.0,665517.0,1.0,0.0,207.0
301,ABM0845,13,107.0,0.0,22.0,625595.0,9.0,0.0,197.0
302,ABM0845,14,63.0,0.0,36.0,1037949.0,5.0,0.0,264.0
303,ABM0845,15,1.0,0.0,28.0,914251.0,13.0,0.0,274.0
304,ABM0845,16,0.0,0.0,31.0,806937.0,3.0,0.0,284.0
305,ABM0845,17,1.0,0.0,29.0,901799.0,10.0,0.0,295.0
306,ABM0845,18,1.0,0.0,27.0,769589.0,11.0,0.0,388.0
307,ABM0845,19,348.0,0.0,23.0,743290.0,4.0,0.0,311.0
308,ABM0845,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,ABM0845,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,ABM0845,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,ABM0845,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,ABN0239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,ABN0239,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,ABN0239,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,ABN0239,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,ABN0239,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,ABN0239,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,ABN0239,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,ABN0239,7,159.0,0.0,62.0,1994171.0,30.0,0.0,288.0
320,ABN0239,8,187.0,0.0,385.0,11235249.0,131.0,0.0,4123.0
321,ABN0239,9,2.0,0.0,333.0,9994259.0,117.0,0.0,3758.0
322,ABN0239,10,24.0,0.0,252.0,7342140.0,101.0,0.0,2725.0
323,ABN0239,11,55.0,0.0,224.0,7048217.0,89.0,0.0,2324.0
324,ABN0239,12,78.0,0.0,174.0,5103669.0,80.0,0.0,2053.0
325,ABN0239,13,106.0,0.0,283.0,8726701.0,124.0,0.0,3089.0
326,ABN0239,14,2.0,0.0,316.0,9374585.0,118.0,0.0,3300.0
327,ABN0239,15,0.0,0.0,271.0,8027446.0,90.0,0.0,3373.0
328,ABN0239,16,0.0,0.0,280.0,8505473.0,124.0,0.0,3376.0
329,ABN0239,17,139.0,0.0,407.0,12366585.0,197.0,0.0,4129.0
330,ABN0239,18,207.0,0.0,36.0,1015490.0,5.0,0.0,332.0
331,ABN0239,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,ABN0239,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,ABN0239,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,ABN0239,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,ABN0239,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,ACC0042,0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
337,ACC0042,1,117.0,0.0,0.0,0.0,0.0,0.0,0.0
338,ACC0042,2,96.0,0.0,0.0,0.0,0.0,0.0,0.0
339,ACC0042,3,114.0,0.0,0.0,0.0,0.0,0.0,0.0
340,ACC0042,4,129.0,0.0,0.0,0.0,0.0,0.0,0.0
341,ACC0042,5,124.0,0.0,0.0,0.0,0.0,0.0,0.0
342,ACC0042,6,113.0,0.0,0.0,0.0,0.0,0.0,0.0
343,ACC0042,7,437.0,0.0,336.0,10017700.0,212.0,0.0,3431.0
344,ACC0042,8,31.0,0.0,463.0,14231533.0,206.0,0.0,4999.0
345,ACC0042,9,5.0,0.0,391.0,11631076.0,219.0,0.0,4433.0
346,ACC0042,10,19.0,0.0,461.0,13999271.0,303.0,0.0,4664.0
347,ACC0042,11,54.0,0.0,476.0,14403450.0,300.0,0.0,4328.0
348,ACC0042,12,48.0,0.0,455.0,13929933.0,286.0,0.0,4479.0
349,ACC0042,13,38.0,0.0,345.0,10191694.0,196.0,0.0,4478.0
350,ACC0042,14,4.0,0.0,413.0,12016746.0,229.0,0.0,4915.0
351,ACC0042,15,346.0,0.0,336.0,9938630.0,207.0,0.0,3609.0
352,ACC0042,16,29.0,0.0,0.0,0.0,0.0,0.0,0.0
353,ACC0042,17,59.0,0.0,0.0,0.0,0.0,0.0,0.0
354,ACC0042,18,110.0,0.0,0.0,0.0,0.0,0.0,0.0
355,ACC0042,19,131.0,0.0,0.0,0.0,0.0,0.0,0.0
356,ACC0042,20,157.0,0.0,0.0,0.0,0.0,0.0,0.0
